elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response
How does this photo make you feel?,and makes me feel like i don't mind go swimming,20730332-269a-4d17-9810-af57fabfc3e0,"  memory_name entity              value
1    activity   type  physical_activity
2    activity   name           swimming",['swimming'],1,Match,0.7625927329063416,"Information Items:
memory_name: activity, entity: type, value: swimming.
memory_name: emotion, entity: name, value: don't mind."
"Which of the following was Brazil was a former colony under?. Spain, Portugal, or The Netherlands",netherlands away downtown,20753e3d-175c-40ad-8861-87a37fe64d14,"  memory_name entity        value
1       place   name  Netherlands",['Netherlands'],1,Match,0.9523163437843324,"Information Items:
memory_name: question, entity: topic, value: Brazil's former colony.
memory_name: question, entity: options, value: Spain, Portugal, The Netherlands.
memory_name: response, entity: content, value: netherlands away downtown."
So? How's the day been treating you so far?,great cuz i was too i've been talking to my relatives in new york,207745a5-72b4-4307-aa17-5603fd6dcc54,"  memory_name entity value
1       place   name  York",['York'],1,Match,0.9395596981048584,"Information Items:
memory_name: relationship, entity: type, value: relatives.
memory_name: location, entity: name, value: New York.
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: talking."
Elli to the rescue! How can I help?,can you walk the dog,20ba74e2-a1ff-4a6c-88a4-46b651f451d7,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9199243783950806,"Information Items:
memory_name: activity, entity: type, value: pet care.
memory_name: activity, entity: name, value: walk the dog."
Is there a TV show you'd call your favorite?,i'm going for a walk,20ca3b4d-eb3a-4b7e-810b-bc5906ad694f,"  memory_name entity     value
1    activity   type  activity
2    activity   name   walking",['walking'],1,Match,0.9887634515762328,"Information Items:
memory_name: activity, entity: type, value: physical activity.
memory_name: activity, entity: name, value: walking."
How can I help you?,i'm going shopping today,20e2a75e-bbb5-426a-8a4b-99013cd4946b,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9821165204048156,"Information Items:
memory_name: activity, entity: type, value: shopping."
"What a fun trip! Now, if we could take anyone in the world along with us for our next trip, who would it be?",my mother my mom and dad,20fb257c-6145-4c74-879c-853d37991298,"    memory_name entity   value
0  relationship   type  mother",['mother'],1,Match,0.8035666346549988,"Information Items:
memory_name: relationship, entity: type, value: mother.
memory_name: relationship, entity: type, value: father."
"Fantastic, what's on the schedule?",going shopping,213bd03a-5d4b-4854-9e52-673171f02b35,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9580564498901368,"Information Items:
memory_name: activity, entity: type, value: shopping."
How can I help you?,i just got out of the hospital just getting home i'm going to go take a shower,2140a9e5-e4aa-42be-a482-a337e7f3a9ff,"  memory_name entity     value
1       place   name  hospital",['hospital'],1,Match,0.9834430813789368,"Information Items:
memory_name: place, entity: name, value: hospital.
memory_name: activity, entity: type, value: personal care.
memory_name: activity, entity: name, value: shower."
"Speaking of food, what's your favorite food?",oh i don't think i have a favorite food i like all foods i like eggs i like eggs fix better different ways and i like certain kinds of meat like the salmon patty i like fish and i like hamburger and i like beef i like lots of things i like most kinds of soup i'd like to have soup for lunch a lot of times,216ff1bc-f097-413c-bbdd-a226c1bf6e50,"  memory_name entity                 value
0    favorite   type                  dish
1    favorite   name                  meat
2    favorite   type          food_product
3    favorite   name                   egg
4    favorite   type  beverage_soft_drinks
5    favorite   name                  ways","['meat', 'egg', 'ways']",3,Match,0.9200415015220642,"Information Items:
memory_name: food_preference, entity: type, value: eggs.
memory_name: food_preference, entity: preparation, value: various ways.
memory_name: food_preference, entity: type, value: meat.
memory_name: food_preference, entity: type, value: salmon patty.
memory_name: food_preference, entity: type, value: fish.
memory_name: food_preference, entity: type, value: hamburger.
memory_name: food_preference, entity: type, value: beef.
memory_name: food_preference, entity: type, value: soup.
memory_name: meal_preference, entity: meal, value: lunch.
memory_name: meal_preference, entity: food, value: soup."
