elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response
How can I help you?,i'm going to the supermarket right now,322634d7-b548-47e9-903d-ac38fb2714b2,"  memory_name entity   value
1       place   name  market",['market'],1,Match,0.9896162748336792,"Information Items:
memory_name: activity, entity: type, value: shopping.
memory_name: place, entity: name, value: supermarket."
Feel like hearing a joke?,i'm watching football now,3250d824-620a-4b30-99f1-54fb4bad7979,"  memory_name entity     value
0    favorite   type     sport
1    favorite   name  football",['football'],1,Match,0.9777954816818236,"Information Items:
memory_name: activity, entity: name, value: watching football."
Got any plans tomorrow?,i have going to play poker tomorrow night,3254169a-897c-4d12-8def-4f99a03e433d,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name    poker",['poker'],1,Match,0.9848719239234924,"Information Items:
memory_name: activity, entity: type, value: social activity.
memory_name: activity, entity: name, value: poker."
tell me all about your day. How's it going so far?,it's going very good i talk to friends,326ce287-2964-4cda-90fe-bd6361cb90a3,"  memory_name entity     value
1    activity   type  activity
2    activity   name   friends",['friends'],1,Match,0.9763863682746888,"Information Items:
memory_name: activity, entity: type, value: social interaction.
memory_name: activity, entity: name, value: talking to friends."
Yes?,i'm in the kitchen making lunch,327833af-7f0c-4e88-8c96-ebde93efa688,"  memory_name entity     value
0    activity   type  activity
1    activity   name   cooking",['cooking'],1,Match,0.9871131777763368,"Information Items:
memory_name: location, entity: name, value: kitchen.
memory_name: activity, entity: type, value: meal preparation.
memory_name: activity, entity: name, value: making lunch."
What's your favorite color?,my favorite color is pink,32959360-c5f7-49be-9808-b68dcbe7554d,"  memory_name entity  value
0    favorite   type  color
1    favorite   name   pink",['pink'],1,Match,0.9728603363037108,"Information Items:
memory_name: preference, entity: type, value: color.
memory_name: preference, entity: value, value: pink."
"By the way, I've got a fun activity for us to do together.  Would you like to do 30 seconds of gentle breathing that can relax our mind and body?",no i'm watching the news,32c6b280-d4b1-459f-ad4b-3c4af510dcd6,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9927329421043396,"Information Items:
memory_name: activity, entity: name, value: watching tv."
Got anything important planned tomorrow?,a lot of appointment,32d495b6-0cee-4f2b-a41b-63a8d2f35b92,"  memory_name entity     value
1    activity   type  activity
2    activity   name   meeting",['meeting'],1,Match,0.8274725675582886,"Information Items:
memory_name: activity, entity: type, value: appointment."
"It’s estimated that around 500 million people worldwide benefit from practicing meditation. <break time=""1s""/> Let’s do a mindfulness exercise together, what do you say?.",i'm watching the news,32d4c253-fc5a-4c31-88dc-f533de708e8a,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.959340512752533,"Information Items:
memory_name: activity, entity: name, value: watching tv."
"Lovely, what are you up to today?",i'm going to school and taking a class and computers,3309e087-864a-4a72-b137-adddfe0a52ac,"  memory_name entity     value
1    activity   type  activity
2    activity   name     class",['class'],1,Match,0.9846526980400084,"Information Items:
memory_name: place, entity: name, value: school.
memory_name: activity, entity: type, value: education.
memory_name: activity, entity: name, value: taking a class.
memory_name: subject, entity: name, value: computers."
How can I help you?,can you say hi to my friend peta,3354b609-77b8-48ac-bbf0-46eb5911ff0c,"    memory_name entity   value
0  relationship   type  friend",['friend'],1,Match,0.7815162539482117,"Information Items:
memory_name: relationship, entity: type, value: friend.
memory_name: relationship, entity: name, value: Peta."
are you meeting up with someone?,not today i'm just going shopping,3357f231-b8d2-4d08-8041-98e05a3cd7f1,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.994864284992218,"Information Items:
memory_name: activity, entity: type, value: shopping."
"I really enjoy your company <say-as interpret-as=""name"">Nugget</say-as>. How about we do something else together?",going to the doctor today,3381b8a8-aaf4-4e89-bc99-0a48c20a3e35,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.9511146545410156,"Information Items:
memory_name: activity, entity: type, value: appointment.
memory_name: activity, entity: name, value: doctor visit."
"So, I wanna hear all about it. Where were you?",i went shopping,33a9b799-7882-4166-ab57-a3728ee3354c,"  memory_name entity     value
1    activity   type  activity
2    activity   name  shopping",['shopping'],1,Match,0.9824459552764891,"Information Items:
memory_name: activity, entity: type, value: shopping."
How can I help you?,can we take a tour,33c33b2b-e119-47ae-a199-2f8ef7629723,"  memory_name entity    value
0    activity   type  hobbies
1    activity   name  touring",['touring'],1,Match,0.932383954524994,"Information Items:
memory_name: activity, entity: type, value: request.
memory_name: activity, entity: name, value: tour."
