elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list,outer_join_source
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,291e5133-9616-4cef-b6bb-602cdee3d9a3,"  memory_name entity    value
1       place   name    cards
2    activity   type  hobbies
3    activity   name    cards",['cards'],1,Match,0.9355920553207396,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: playing cards.
memory_name: activity, entity: specific, value: bridge.
memory_name: location, entity: name, value: downstairs.
memory_name: time, entity: type, value: afternoon.","           value
0           game
1  playing cards
2         bridge
3     downstairs
4      afternoon","     value
0    cards
1  hobbies
2    cards","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0           game   left_only
1  playing cards   left_only
2         bridge   left_only
3     downstairs   left_only
4      afternoon   left_only
5          cards  right_only
6          cards  right_only
7        hobbies  right_only",[],game,left_only
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,291e5133-9616-4cef-b6bb-602cdee3d9a3,"  memory_name entity    value
1       place   name    cards
2    activity   type  hobbies
3    activity   name    cards",['cards'],1,Match,0.9355920553207396,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: playing cards.
memory_name: activity, entity: specific, value: bridge.
memory_name: location, entity: name, value: downstairs.
memory_name: time, entity: type, value: afternoon.","           value
0           game
1  playing cards
2         bridge
3     downstairs
4      afternoon","     value
0    cards
1  hobbies
2    cards","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0           game   left_only
1  playing cards   left_only
2         bridge   left_only
3     downstairs   left_only
4      afternoon   left_only
5          cards  right_only
6          cards  right_only
7        hobbies  right_only",[],playing cards,left_only
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,291e5133-9616-4cef-b6bb-602cdee3d9a3,"  memory_name entity    value
1       place   name    cards
2    activity   type  hobbies
3    activity   name    cards",['cards'],1,Match,0.9355920553207396,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: playing cards.
memory_name: activity, entity: specific, value: bridge.
memory_name: location, entity: name, value: downstairs.
memory_name: time, entity: type, value: afternoon.","           value
0           game
1  playing cards
2         bridge
3     downstairs
4      afternoon","     value
0    cards
1  hobbies
2    cards","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0           game   left_only
1  playing cards   left_only
2         bridge   left_only
3     downstairs   left_only
4      afternoon   left_only
5          cards  right_only
6          cards  right_only
7        hobbies  right_only",[],bridge,left_only
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,291e5133-9616-4cef-b6bb-602cdee3d9a3,"  memory_name entity    value
1       place   name    cards
2    activity   type  hobbies
3    activity   name    cards",['cards'],1,Match,0.9355920553207396,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: playing cards.
memory_name: activity, entity: specific, value: bridge.
memory_name: location, entity: name, value: downstairs.
memory_name: time, entity: type, value: afternoon.","           value
0           game
1  playing cards
2         bridge
3     downstairs
4      afternoon","     value
0    cards
1  hobbies
2    cards","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0           game   left_only
1  playing cards   left_only
2         bridge   left_only
3     downstairs   left_only
4      afternoon   left_only
5          cards  right_only
6          cards  right_only
7        hobbies  right_only",[],downstairs,left_only
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,291e5133-9616-4cef-b6bb-602cdee3d9a3,"  memory_name entity    value
1       place   name    cards
2    activity   type  hobbies
3    activity   name    cards",['cards'],1,Match,0.9355920553207396,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: playing cards.
memory_name: activity, entity: specific, value: bridge.
memory_name: location, entity: name, value: downstairs.
memory_name: time, entity: type, value: afternoon.","           value
0           game
1  playing cards
2         bridge
3     downstairs
4      afternoon","     value
0    cards
1  hobbies
2    cards","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0           game   left_only
1  playing cards   left_only
2         bridge   left_only
3     downstairs   left_only
4      afternoon   left_only
5          cards  right_only
6          cards  right_only
7        hobbies  right_only",[],afternoon,left_only
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,291e5133-9616-4cef-b6bb-602cdee3d9a3,"  memory_name entity    value
1       place   name    cards
2    activity   type  hobbies
3    activity   name    cards",['cards'],1,Match,0.9355920553207396,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: playing cards.
memory_name: activity, entity: specific, value: bridge.
memory_name: location, entity: name, value: downstairs.
memory_name: time, entity: type, value: afternoon.","           value
0           game
1  playing cards
2         bridge
3     downstairs
4      afternoon","     value
0    cards
1  hobbies
2    cards","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0           game   left_only
1  playing cards   left_only
2         bridge   left_only
3     downstairs   left_only
4      afternoon   left_only
5          cards  right_only
6          cards  right_only
7        hobbies  right_only",[],cards,right_only
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,291e5133-9616-4cef-b6bb-602cdee3d9a3,"  memory_name entity    value
1       place   name    cards
2    activity   type  hobbies
3    activity   name    cards",['cards'],1,Match,0.9355920553207396,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: playing cards.
memory_name: activity, entity: specific, value: bridge.
memory_name: location, entity: name, value: downstairs.
memory_name: time, entity: type, value: afternoon.","           value
0           game
1  playing cards
2         bridge
3     downstairs
4      afternoon","     value
0    cards
1  hobbies
2    cards","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0           game   left_only
1  playing cards   left_only
2         bridge   left_only
3     downstairs   left_only
4      afternoon   left_only
5          cards  right_only
6          cards  right_only
7        hobbies  right_only",[],cards,right_only
How can I help you?,i'm going to be gone down stairs to play a game of cards called bridge this afternoon i'll be leaving in about,291e5133-9616-4cef-b6bb-602cdee3d9a3,"  memory_name entity    value
1       place   name    cards
2    activity   type  hobbies
3    activity   name    cards",['cards'],1,Match,0.9355920553207396,"Information Items:
memory_name: activity, entity: type, value: game.
memory_name: activity, entity: name, value: playing cards.
memory_name: activity, entity: specific, value: bridge.
memory_name: location, entity: name, value: downstairs.
memory_name: time, entity: type, value: afternoon.","           value
0           game
1  playing cards
2         bridge
3     downstairs
4      afternoon","     value
0    cards
1  hobbies
2    cards","Empty DataFrame
Columns: [value, _merge]
Index: []","           value      _merge
0           game   left_only
1  playing cards   left_only
2         bridge   left_only
3     downstairs   left_only
4      afternoon   left_only
5          cards  right_only
6          cards  right_only
7        hobbies  right_only",[],hobbies,right_only
How can I help you?,i have to go out to the doctor's appointment today for a while i have a doctor's appointment today,29260d48-9afb-4be6-b76a-8042474ffd3b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9811055064201356,"Information Items:
memory_name: place, entity: name, value: doctor's appointment.
memory_name: activity, entity: type, value: medical appointment.","                  value
0  doctor's appointment
1   medical appointment","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                  value     _merge
0  doctor's appointment  left_only
1   medical appointment  left_only",[],doctor's appointment,left_only
How can I help you?,i have to go out to the doctor's appointment today for a while i have a doctor's appointment today,29260d48-9afb-4be6-b76a-8042474ffd3b,"Empty DataFrame
Columns: [memory_name, entity, value]
Index: []",[],0,Match,0.9811055064201356,"Information Items:
memory_name: place, entity: name, value: doctor's appointment.
memory_name: activity, entity: type, value: medical appointment.","                  value
0  doctor's appointment
1   medical appointment","Empty DataFrame
Columns: [value]
Index: []","Empty DataFrame
Columns: [value, _merge]
Index: []","                  value     _merge
0  doctor's appointment  left_only
1   medical appointment  left_only",[],medical appointment,left_only
How can I help you?,the doctor gave me a shot,293e4284-7de2-4830-88c1-a6db26dc51e6,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.7969832420349121,"Information Items:
memory_name: activity, entity: type, value: medical appointment.
memory_name: activity, entity: name, value: receiving a shot.","                 value
0  medical appointment
1     receiving a shot","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","                 value      _merge
0  medical appointment   left_only
1     receiving a shot   left_only
2             activity  right_only
3               doctor  right_only",[],medical appointment,left_only
How can I help you?,the doctor gave me a shot,293e4284-7de2-4830-88c1-a6db26dc51e6,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.7969832420349121,"Information Items:
memory_name: activity, entity: type, value: medical appointment.
memory_name: activity, entity: name, value: receiving a shot.","                 value
0  medical appointment
1     receiving a shot","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","                 value      _merge
0  medical appointment   left_only
1     receiving a shot   left_only
2             activity  right_only
3               doctor  right_only",[],receiving a shot,left_only
How can I help you?,the doctor gave me a shot,293e4284-7de2-4830-88c1-a6db26dc51e6,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.7969832420349121,"Information Items:
memory_name: activity, entity: type, value: medical appointment.
memory_name: activity, entity: name, value: receiving a shot.","                 value
0  medical appointment
1     receiving a shot","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","                 value      _merge
0  medical appointment   left_only
1     receiving a shot   left_only
2             activity  right_only
3               doctor  right_only",[],activity,right_only
How can I help you?,the doctor gave me a shot,293e4284-7de2-4830-88c1-a6db26dc51e6,"  memory_name entity     value
1    activity   type  activity
2    activity   name    doctor",['doctor'],1,Match,0.7969832420349121,"Information Items:
memory_name: activity, entity: type, value: medical appointment.
memory_name: activity, entity: name, value: receiving a shot.","                 value
0  medical appointment
1     receiving a shot","      value
0  activity
1    doctor","Empty DataFrame
Columns: [value, _merge]
Index: []","                 value      _merge
0  medical appointment   left_only
1     receiving a shot   left_only
2             activity  right_only
3               doctor  right_only",[],doctor,right_only
How can I help you?,elliq i like tacos,2947bc95-c973-4739-9532-32930cad2c21,"  memory_name entity value
0    favorite   type  dish
1    favorite   name  taco",['taco'],1,Match,0.9701080918312072,"Information Items:
memory_name: food, entity: preference, value: tacos.","   value
0  tacos","  value
0  dish
1  taco","Empty DataFrame
Columns: [value, _merge]
Index: []","   value      _merge
0  tacos   left_only
1   dish  right_only
2   taco  right_only",[],tacos,left_only
How can I help you?,elliq i like tacos,2947bc95-c973-4739-9532-32930cad2c21,"  memory_name entity value
0    favorite   type  dish
1    favorite   name  taco",['taco'],1,Match,0.9701080918312072,"Information Items:
memory_name: food, entity: preference, value: tacos.","   value
0  tacos","  value
0  dish
1  taco","Empty DataFrame
Columns: [value, _merge]
Index: []","   value      _merge
0  tacos   left_only
1   dish  right_only
2   taco  right_only",[],dish,right_only
