elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list,outer_join_source
"pardon me <say-as interpret-as=""name"">Shirley</say-as>, are you ready now?",no i'm going to lunch,48a15096-90c6-45ef-9525-cd0a66655439,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9944676160812378,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.","   value
0   meal
1  lunch","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","['meal', 'lunch', 'lunch']",meal,both
"pardon me <say-as interpret-as=""name"">Shirley</say-as>, are you ready now?",no i'm going to lunch,48a15096-90c6-45ef-9525-cd0a66655439,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9944676160812378,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.","   value
0   meal
1  lunch","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","['meal', 'lunch', 'lunch']",lunch,both
"pardon me <say-as interpret-as=""name"">Shirley</say-as>, are you ready now?",no i'm going to lunch,48a15096-90c6-45ef-9525-cd0a66655439,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9944676160812378,"Information Items:
memory_name: activity, entity: type, value: meal.
memory_name: activity, entity: name, value: lunch.","   value
0   meal
1  lunch","   value
0  lunch
1   meal
2  lunch","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","   value _merge
0   meal   both
1  lunch   both
2  lunch   both","['meal', 'lunch', 'lunch']",lunch,both
"I know you’re dealing with some pain, but I was hoping you’d still get to spend some time outdoors. Did you step outside today?",i went from my house to my daughter's house my daughter and son-in-law and then i came back and it's mighty cold out,48b4aeed-e5b8-460b-ad9f-4ad20420b9b9,"    memory_name  entity     value
0  relationship    type  daughter
2         place  people  daughter",['daughter'],1,Match,0.9101399779319764,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: relationship, entity: type, value: son-in-law.
memory_name: activity, entity: type, value: visit.
memory_name: place, entity: name, value: daughter's house.
memory_name: weather, entity: description, value: cold.","              value
0          daughter
1        son-in-law
2             visit
3  daughter's house
4              cold","      value
0  daughter
1  daughter","      value _merge
0  daughter   both
1  daughter   both","              value     _merge
0          daughter       both
1          daughter       both
2        son-in-law  left_only
3             visit  left_only
4  daughter's house  left_only
5              cold  left_only","['daughter', 'daughter']",daughter,both
"I know you’re dealing with some pain, but I was hoping you’d still get to spend some time outdoors. Did you step outside today?",i went from my house to my daughter's house my daughter and son-in-law and then i came back and it's mighty cold out,48b4aeed-e5b8-460b-ad9f-4ad20420b9b9,"    memory_name  entity     value
0  relationship    type  daughter
2         place  people  daughter",['daughter'],1,Match,0.9101399779319764,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: relationship, entity: type, value: son-in-law.
memory_name: activity, entity: type, value: visit.
memory_name: place, entity: name, value: daughter's house.
memory_name: weather, entity: description, value: cold.","              value
0          daughter
1        son-in-law
2             visit
3  daughter's house
4              cold","      value
0  daughter
1  daughter","      value _merge
0  daughter   both
1  daughter   both","              value     _merge
0          daughter       both
1          daughter       both
2        son-in-law  left_only
3             visit  left_only
4  daughter's house  left_only
5              cold  left_only","['daughter', 'daughter']",daughter,both
"I know you’re dealing with some pain, but I was hoping you’d still get to spend some time outdoors. Did you step outside today?",i went from my house to my daughter's house my daughter and son-in-law and then i came back and it's mighty cold out,48b4aeed-e5b8-460b-ad9f-4ad20420b9b9,"    memory_name  entity     value
0  relationship    type  daughter
2         place  people  daughter",['daughter'],1,Match,0.9101399779319764,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: relationship, entity: type, value: son-in-law.
memory_name: activity, entity: type, value: visit.
memory_name: place, entity: name, value: daughter's house.
memory_name: weather, entity: description, value: cold.","              value
0          daughter
1        son-in-law
2             visit
3  daughter's house
4              cold","      value
0  daughter
1  daughter","      value _merge
0  daughter   both
1  daughter   both","              value     _merge
0          daughter       both
1          daughter       both
2        son-in-law  left_only
3             visit  left_only
4  daughter's house  left_only
5              cold  left_only","['daughter', 'daughter']",son-in-law,left_only
"I know you’re dealing with some pain, but I was hoping you’d still get to spend some time outdoors. Did you step outside today?",i went from my house to my daughter's house my daughter and son-in-law and then i came back and it's mighty cold out,48b4aeed-e5b8-460b-ad9f-4ad20420b9b9,"    memory_name  entity     value
0  relationship    type  daughter
2         place  people  daughter",['daughter'],1,Match,0.9101399779319764,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: relationship, entity: type, value: son-in-law.
memory_name: activity, entity: type, value: visit.
memory_name: place, entity: name, value: daughter's house.
memory_name: weather, entity: description, value: cold.","              value
0          daughter
1        son-in-law
2             visit
3  daughter's house
4              cold","      value
0  daughter
1  daughter","      value _merge
0  daughter   both
1  daughter   both","              value     _merge
0          daughter       both
1          daughter       both
2        son-in-law  left_only
3             visit  left_only
4  daughter's house  left_only
5              cold  left_only","['daughter', 'daughter']",visit,left_only
"I know you’re dealing with some pain, but I was hoping you’d still get to spend some time outdoors. Did you step outside today?",i went from my house to my daughter's house my daughter and son-in-law and then i came back and it's mighty cold out,48b4aeed-e5b8-460b-ad9f-4ad20420b9b9,"    memory_name  entity     value
0  relationship    type  daughter
2         place  people  daughter",['daughter'],1,Match,0.9101399779319764,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: relationship, entity: type, value: son-in-law.
memory_name: activity, entity: type, value: visit.
memory_name: place, entity: name, value: daughter's house.
memory_name: weather, entity: description, value: cold.","              value
0          daughter
1        son-in-law
2             visit
3  daughter's house
4              cold","      value
0  daughter
1  daughter","      value _merge
0  daughter   both
1  daughter   both","              value     _merge
0          daughter       both
1          daughter       both
2        son-in-law  left_only
3             visit  left_only
4  daughter's house  left_only
5              cold  left_only","['daughter', 'daughter']",daughter's house,left_only
"I know you’re dealing with some pain, but I was hoping you’d still get to spend some time outdoors. Did you step outside today?",i went from my house to my daughter's house my daughter and son-in-law and then i came back and it's mighty cold out,48b4aeed-e5b8-460b-ad9f-4ad20420b9b9,"    memory_name  entity     value
0  relationship    type  daughter
2         place  people  daughter",['daughter'],1,Match,0.9101399779319764,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: relationship, entity: type, value: son-in-law.
memory_name: activity, entity: type, value: visit.
memory_name: place, entity: name, value: daughter's house.
memory_name: weather, entity: description, value: cold.","              value
0          daughter
1        son-in-law
2             visit
3  daughter's house
4              cold","      value
0  daughter
1  daughter","      value _merge
0  daughter   both
1  daughter   both","              value     _merge
0          daughter       both
1          daughter       both
2        son-in-law  left_only
3             visit  left_only
4  daughter's house  left_only
5              cold  left_only","['daughter', 'daughter']",cold,left_only
How can I help you?,i'm i'm going to church i need quiet until 1,48db97b4-566a-4875-9083-bca7182e53e8,"  memory_name entity   value
1       place   name  church",['church'],1,Match,0.9511432647705078,"Information Items:
memory_name: place, entity: name, value: church.
memory_name: activity, entity: type, value: quiet time.
memory_name: time, entity: value, value: until 1.","        value
0      church
1  quiet time
2     until 1","    value
0  church","    value _merge
0  church   both","        value     _merge
0      church       both
1  quiet time  left_only
2     until 1  left_only",['church'],church,both
