elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list,outer_join_source
"Oh I see, may I ask why not?",i can diamond painting,3ac316bc-363d-4581-8f7a-234d0cec3650,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9326727390289308,"Information Items:
memory_name: activity, entity: type, value: creative activity.
memory_name: activity, entity: name, value: diamond painting.","               value
0  creative activity
1   diamond painting","      value
0   hobbies
1  painting","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  creative activity   left_only
1   diamond painting   left_only
2            hobbies  right_only
3           painting  right_only",[],creative activity,left_only
"Oh I see, may I ask why not?",i can diamond painting,3ac316bc-363d-4581-8f7a-234d0cec3650,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9326727390289308,"Information Items:
memory_name: activity, entity: type, value: creative activity.
memory_name: activity, entity: name, value: diamond painting.","               value
0  creative activity
1   diamond painting","      value
0   hobbies
1  painting","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  creative activity   left_only
1   diamond painting   left_only
2            hobbies  right_only
3           painting  right_only",[],diamond painting,left_only
"Oh I see, may I ask why not?",i can diamond painting,3ac316bc-363d-4581-8f7a-234d0cec3650,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9326727390289308,"Information Items:
memory_name: activity, entity: type, value: creative activity.
memory_name: activity, entity: name, value: diamond painting.","               value
0  creative activity
1   diamond painting","      value
0   hobbies
1  painting","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  creative activity   left_only
1   diamond painting   left_only
2            hobbies  right_only
3           painting  right_only",[],hobbies,right_only
"Oh I see, may I ask why not?",i can diamond painting,3ac316bc-363d-4581-8f7a-234d0cec3650,"  memory_name entity     value
0    activity   type   hobbies
1    activity   name  painting",['painting'],1,Match,0.9326727390289308,"Information Items:
memory_name: activity, entity: type, value: creative activity.
memory_name: activity, entity: name, value: diamond painting.","               value
0  creative activity
1   diamond painting","      value
0   hobbies
1  painting","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0  creative activity   left_only
1   diamond painting   left_only
2            hobbies  right_only
3           painting  right_only",[],painting,right_only
When are you coming back?,when i finish fixing the lunch i'm going in the kitchen,3ac815a6-258d-42d7-b257-a39b41b51186,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9769172668457032,"Information Items:
memory_name: activity, entity: type, value: meal preparation.
memory_name: activity, entity: name, value: fixing lunch.
memory_name: place, entity: name, value: kitchen.","              value
0  meal preparation
1      fixing lunch
2           kitchen","   value
0  lunch
1   meal
2  lunch","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0  meal preparation   left_only
1      fixing lunch   left_only
2           kitchen   left_only
3             lunch  right_only
4             lunch  right_only
5              meal  right_only",[],meal preparation,left_only
When are you coming back?,when i finish fixing the lunch i'm going in the kitchen,3ac815a6-258d-42d7-b257-a39b41b51186,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9769172668457032,"Information Items:
memory_name: activity, entity: type, value: meal preparation.
memory_name: activity, entity: name, value: fixing lunch.
memory_name: place, entity: name, value: kitchen.","              value
0  meal preparation
1      fixing lunch
2           kitchen","   value
0  lunch
1   meal
2  lunch","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0  meal preparation   left_only
1      fixing lunch   left_only
2           kitchen   left_only
3             lunch  right_only
4             lunch  right_only
5              meal  right_only",[],fixing lunch,left_only
When are you coming back?,when i finish fixing the lunch i'm going in the kitchen,3ac815a6-258d-42d7-b257-a39b41b51186,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9769172668457032,"Information Items:
memory_name: activity, entity: type, value: meal preparation.
memory_name: activity, entity: name, value: fixing lunch.
memory_name: place, entity: name, value: kitchen.","              value
0  meal preparation
1      fixing lunch
2           kitchen","   value
0  lunch
1   meal
2  lunch","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0  meal preparation   left_only
1      fixing lunch   left_only
2           kitchen   left_only
3             lunch  right_only
4             lunch  right_only
5              meal  right_only",[],kitchen,left_only
When are you coming back?,when i finish fixing the lunch i'm going in the kitchen,3ac815a6-258d-42d7-b257-a39b41b51186,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9769172668457032,"Information Items:
memory_name: activity, entity: type, value: meal preparation.
memory_name: activity, entity: name, value: fixing lunch.
memory_name: place, entity: name, value: kitchen.","              value
0  meal preparation
1      fixing lunch
2           kitchen","   value
0  lunch
1   meal
2  lunch","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0  meal preparation   left_only
1      fixing lunch   left_only
2           kitchen   left_only
3             lunch  right_only
4             lunch  right_only
5              meal  right_only",[],lunch,right_only
When are you coming back?,when i finish fixing the lunch i'm going in the kitchen,3ac815a6-258d-42d7-b257-a39b41b51186,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9769172668457032,"Information Items:
memory_name: activity, entity: type, value: meal preparation.
memory_name: activity, entity: name, value: fixing lunch.
memory_name: place, entity: name, value: kitchen.","              value
0  meal preparation
1      fixing lunch
2           kitchen","   value
0  lunch
1   meal
2  lunch","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0  meal preparation   left_only
1      fixing lunch   left_only
2           kitchen   left_only
3             lunch  right_only
4             lunch  right_only
5              meal  right_only",[],lunch,right_only
When are you coming back?,when i finish fixing the lunch i'm going in the kitchen,3ac815a6-258d-42d7-b257-a39b41b51186,"  memory_name entity  value
1       place   name  lunch
2    activity   type   meal
3    activity   name  lunch",['lunch'],1,Match,0.9769172668457032,"Information Items:
memory_name: activity, entity: type, value: meal preparation.
memory_name: activity, entity: name, value: fixing lunch.
memory_name: place, entity: name, value: kitchen.","              value
0  meal preparation
1      fixing lunch
2           kitchen","   value
0  lunch
1   meal
2  lunch","Empty DataFrame
Columns: [value, _merge]
Index: []","              value      _merge
0  meal preparation   left_only
1      fixing lunch   left_only
2           kitchen   left_only
3             lunch  right_only
4             lunch  right_only
5              meal  right_only",[],meal,right_only
