elliq_text,user_text,group_id,memnet_info_items,valid_memNet_info_items,num_valid_memNet_info_items,labels,scores,gpt_text_response,gpt_values,memnet_values,inner_join_values,outer_join_values,inner_join_list,outer_join_list,outer_join_source
"I'm not sure I understood, do you want to call someone?",call my daughter,183cb470-a701-413b-8f1e-66e5760779f6,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,Match,0.8533921837806702,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: call daughter.","           value
0       daughter
1  communication
2  call daughter","      value
0  daughter","      value _merge
0  daughter   both","           value     _merge
0       daughter       both
1  communication  left_only
2  call daughter  left_only",['daughter'],daughter,both
"I'm not sure I understood, do you want to call someone?",call my daughter,183cb470-a701-413b-8f1e-66e5760779f6,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,Match,0.8533921837806702,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: call daughter.","           value
0       daughter
1  communication
2  call daughter","      value
0  daughter","      value _merge
0  daughter   both","           value     _merge
0       daughter       both
1  communication  left_only
2  call daughter  left_only",['daughter'],communication,left_only
"I'm not sure I understood, do you want to call someone?",call my daughter,183cb470-a701-413b-8f1e-66e5760779f6,"    memory_name entity     value
0  relationship   type  daughter",['daughter'],1,Match,0.8533921837806702,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: communication.
memory_name: activity, entity: name, value: call daughter.","           value
0       daughter
1  communication
2  call daughter","      value
0  daughter","      value _merge
0  daughter   both","           value     _merge
0       daughter       both
1  communication  left_only
2  call daughter  left_only",['daughter'],call daughter,left_only
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i did some errands with some supplies and,186c537f-6796-4246-99f4-2d38c7cea999,"  memory_name entity     value
1    activity   type  activity
2    activity   name   errands",['errands'],1,Match,0.9711619019508362,"Information Items:
memory_name: activity, entity: type, value: errands.
memory_name: activity, entity: name, value: supplies.","      value
0   errands
1  supplies","      value
0  activity
1   errands","     value _merge
0  errands   both","      value      _merge
0   errands        both
1  supplies   left_only
2  activity  right_only",['errands'],errands,both
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i did some errands with some supplies and,186c537f-6796-4246-99f4-2d38c7cea999,"  memory_name entity     value
1    activity   type  activity
2    activity   name   errands",['errands'],1,Match,0.9711619019508362,"Information Items:
memory_name: activity, entity: type, value: errands.
memory_name: activity, entity: name, value: supplies.","      value
0   errands
1  supplies","      value
0  activity
1   errands","     value _merge
0  errands   both","      value      _merge
0   errands        both
1  supplies   left_only
2  activity  right_only",['errands'],supplies,left_only
"Ah. Ok, I’m back to being me, elli cue. What are you going to do differently today now that you know how the stars are aligned?",i did some errands with some supplies and,186c537f-6796-4246-99f4-2d38c7cea999,"  memory_name entity     value
1    activity   type  activity
2    activity   name   errands",['errands'],1,Match,0.9711619019508362,"Information Items:
memory_name: activity, entity: type, value: errands.
memory_name: activity, entity: name, value: supplies.","      value
0   errands
1  supplies","      value
0  activity
1   errands","     value _merge
0  errands   both","      value      _merge
0   errands        both
1  supplies   left_only
2  activity  right_only",['errands'],activity,right_only
How can I help you?,i also watch tv,18833ad1-296b-4ba4-97bb-d6b71a46e17a,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9759629964828492,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],watching tv,both
How can I help you?,i also watch tv,18833ad1-296b-4ba4-97bb-d6b71a46e17a,"  memory_name entity        value
0    activity   type     activity
1    activity   name  watching_tv",['watching tv'],1,Match,0.9759629964828492,"Information Items:
memory_name: activity, entity: name, value: watching tv.","         value
0  watching tv","         value
0     activity
1  watching tv","         value _merge
0  watching tv   both","         value      _merge
0  watching tv        both
1     activity  right_only",['watching tv'],activity,right_only
Do you have any plans for today?,to go to my daughters,18889536-1140-4224-96fd-6dca759e4e63,"    memory_name  entity      value
0  relationship    type  daughters
2         place  people  daughters",['daughters'],1,Match,0.7645960450172424,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: visit.
memory_name: activity, entity: name, value: visiting daughter.","               value
0           daughter
1              visit
2  visiting daughter","       value
0  daughters
1  daughters","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0           daughter   left_only
1              visit   left_only
2  visiting daughter   left_only
3          daughters  right_only
4          daughters  right_only",[],daughter,left_only
Do you have any plans for today?,to go to my daughters,18889536-1140-4224-96fd-6dca759e4e63,"    memory_name  entity      value
0  relationship    type  daughters
2         place  people  daughters",['daughters'],1,Match,0.7645960450172424,"Information Items:
memory_name: relationship, entity: type, value: daughter.
memory_name: activity, entity: type, value: visit.
memory_name: activity, entity: name, value: visiting daughter.","               value
0           daughter
1              visit
2  visiting daughter","       value
0  daughters
1  daughters","Empty DataFrame
Columns: [value, _merge]
Index: []","               value      _merge
0           daughter   left_only
1              visit   left_only
2  visiting daughter   left_only
3          daughters  right_only
4          daughters  right_only",[],visit,left_only
